"","mu1","mu2","choice","reward"
"3240",-6,2,1,1
"3241",0,2,1,1
"3242",0,2,0,0
"3243",0,2,0,-1
"3244",0,2,1,3
"3245",0,2,1,2
"3246",0,2,1,1
"3247",0,2,1,1
"3248",0,2,1,2
"3249",0,2,1,2
"3250",0,2,1,1
"3251",-10,-7,1,-8
"3252",-10,-7,0,-9
"3253",-10,-7,1,-6
"3254",-10,-7,1,-7
"3255",-10,-7,1,-7
"3256",-10,-7,1,-5
"3257",-10,-7,1,-6
"3258",-10,-7,1,-8
"3259",-10,-7,1,-7
"3260",-10,-7,1,-7
"3261",-14,8,1,8
"3262",-14,8,0,-14
"3263",-14,8,1,7
"3264",-14,8,1,9
"3265",-14,8,1,8
"3266",-14,8,1,10
"3267",-14,8,1,7
"3268",-14,8,1,7
"3269",-14,8,1,9
"3270",-14,8,1,9
"3271",2,-7,1,-7
"3272",2,-7,0,1
"3273",2,-7,0,2
"3274",2,-7,0,2
"3275",2,-7,0,3
"3276",2,-7,0,3
"3277",2,-7,0,0
"3278",2,-7,0,2
"3279",2,-7,0,4
"3280",2,-7,0,2
"3281",4,10,1,11
"3282",4,10,0,5
"3283",4,10,1,11
"3284",4,10,1,9
"3285",4,10,1,9
"3286",4,10,1,11
"3287",4,10,1,12
"3288",4,10,1,9
"3289",4,10,0,2
"3290",4,10,1,10
"3291",1,15,1,15
"3292",1,15,0,2
"3293",1,15,1,16
"3294",1,15,1,15
"3295",1,15,1,14
"3296",1,15,1,16
"3297",1,15,1,14
"3298",1,15,1,15
"3299",1,15,1,16
"3300",1,15,1,15
"3301",-5,8,1,8
"3302",-5,8,0,-6
"3303",-5,8,1,8
"3304",-5,8,1,9
"3305",-5,8,1,8
"3306",-5,8,1,8
"3307",-5,8,1,7
"3308",-5,8,1,9
"3309",-5,8,1,8
"3310",-5,8,1,10
"3311",17,-11,1,-12
"3312",17,-11,0,19
"3313",17,-11,0,16
"3314",17,-11,0,17
"3315",17,-11,0,16
"3316",17,-11,0,16
"3317",17,-11,0,17
"3318",17,-11,0,17
"3319",17,-11,0,18
"3320",17,-11,0,18
"3321",-3,-10,1,-10
"3322",-3,-10,0,-2
"3323",-3,-10,0,-2
"3324",-3,-10,0,-4
"3325",-3,-10,0,-3
"3326",-3,-10,0,-3
"3327",-3,-10,0,-3
"3328",-3,-10,0,-2
"3329",-3,-10,0,-4
"3330",-3,-10,0,-2
"3331",-14,6,1,6
"3332",-14,6,0,-14
"3333",-14,6,1,6
"3334",-14,6,1,6
"3335",-14,6,1,7
"3336",-14,6,1,5
"3337",-14,6,1,6
"3338",-14,6,1,7
"3339",-14,6,1,4
"3340",-14,6,1,7
"3341",4,1,1,0
"3342",4,1,0,6
"3343",4,1,0,2
"3344",4,1,0,6
"3345",4,1,0,2
"3346",4,1,0,6
"3347",4,1,0,5
"3348",4,1,0,5
"3349",4,1,0,4
"3350",4,1,0,4
"3351",10,7,1,7
"3352",10,7,0,9
"3353",10,7,0,11
"3354",10,7,0,10
"3355",10,7,0,9
"3356",10,7,0,9
"3357",10,7,0,10
"3358",10,7,0,10
"3359",10,7,0,11
"3360",10,7,0,11
"3361",2,-15,1,-15
"3362",2,-15,0,1
"3363",2,-15,0,1
"3364",2,-15,0,2
"3365",2,-15,0,3
"3366",2,-15,0,3
"3367",2,-15,0,1
"3368",2,-15,0,2
"3369",2,-15,0,2
"3370",2,-15,0,2
"3371",-4,-6,1,-6
"3372",-4,-6,0,-4
"3373",-4,-6,0,-2
"3374",-4,-6,0,-4
"3375",-4,-6,0,-3
"3376",-4,-6,0,-4
"3377",-4,-6,0,-3
"3378",-4,-6,0,-4
"3379",-4,-6,0,-5
"3380",-4,-6,0,-4
"3381",3,2,1,2
"3382",3,2,1,3
"3383",3,2,0,1
"3384",3,2,0,2
"3385",3,2,1,2
"3386",3,2,1,2
"3387",3,2,1,2
"3388",3,2,1,3
"3389",3,2,1,2
"3390",3,2,1,1
"3391",4,2,1,0
"3392",4,2,0,3
"3393",4,2,0,5
"3394",4,2,0,3
"3395",4,2,0,5
"3396",4,2,0,2
"3397",4,2,0,3
"3398",4,2,0,6
"3399",4,2,0,5
"3400",4,2,0,4
"3401",-7,8,0,-6
"3402",-7,8,1,9
"3403",-7,8,1,7
"3404",-7,8,0,-8
"3405",-7,8,1,8
"3406",-7,8,1,8
"3407",-7,8,1,8
"3408",-7,8,1,6
"3409",-7,8,1,9
"3410",-7,8,1,8
"3411",-6,3,1,1
"3412",-6,3,0,-7
"3413",-6,3,0,-6
"3414",-6,3,1,5
"3415",-6,3,1,4
"3416",-6,3,1,4
"3417",-6,3,1,2
"3418",-6,3,0,-7
"3419",-6,3,1,1
"3420",-6,3,1,3
"3421",4,-6,1,-6
"3422",4,-6,0,4
"3423",4,-6,0,4
"3424",4,-6,0,4
"3425",4,-6,0,3
"3426",4,-6,0,4
"3427",4,-6,0,3
"3428",4,-6,0,2
"3429",4,-6,0,4
"3430",4,-6,0,2
"3431",-7,13,1,13
"3432",-7,13,0,-7
"3433",-7,13,1,12
"3434",-7,13,1,12
"3435",-7,13,1,12
"3436",-7,13,1,13
"3437",-7,13,1,12
"3438",-7,13,1,13
"3439",-7,13,1,14
"3440",-7,13,1,13
"3441",9,0,0,8
"3442",9,0,1,1
"3443",9,0,1,-1
"3444",9,0,0,9
"3445",9,0,0,9
"3446",9,0,0,8
"3447",9,0,0,9
"3448",9,0,0,9
"3449",9,0,0,10
"3450",9,0,0,8
"3451",8,-3,0,8
"3452",8,-3,1,-3
"3453",8,-3,0,9
"3454",8,-3,0,8
"3455",8,-3,0,7
"3456",8,-3,0,10
"3457",8,-3,0,6
"3458",8,-3,0,8
"3459",8,-3,0,8
"3460",8,-3,0,8
"3461",1,10,1,9
"3462",1,10,0,2
"3463",1,10,0,1
"3464",1,10,1,9
"3465",1,10,1,11
"3466",1,10,1,10
"3467",1,10,1,10
"3468",1,10,1,12
"3469",1,10,1,10
"3470",1,10,1,9
"3471",-4,-5,1,-7
"3472",-4,-5,0,-4
"3473",-4,-5,1,-4
"3474",-4,-5,0,-4
"3475",-4,-5,0,-5
"3476",-4,-5,1,-6
"3477",-4,-5,1,-6
"3478",-4,-5,0,-5
"3479",-4,-5,0,-3
"3480",-4,-5,0,-4
"3481",-2,3,0,-1
"3482",-2,3,1,3
"3483",-2,3,1,2
"3484",-2,3,1,2
"3485",-2,3,1,3
"3486",-2,3,1,3
"3487",-2,3,1,2
"3488",-2,3,1,3
"3489",-2,3,1,1
"3490",-2,3,1,2
"3491",5,8,1,7
"3492",5,8,1,7
"3493",5,8,0,5
"3494",5,8,0,4
"3495",5,8,0,5
"3496",5,8,1,7
"3497",5,8,1,8
"3498",5,8,1,10
"3499",5,8,1,10
"3500",5,8,1,9
"3501",-3,10,1,12
"3502",-3,10,0,-3
"3503",-3,10,1,9
"3504",-3,10,1,10
"3505",-3,10,1,10
"3506",-3,10,1,9
"3507",-3,10,1,10
"3508",-3,10,1,10
"3509",-3,10,1,9
"3510",-3,10,1,10
"3511",2,-5,1,-7
"3512",2,-5,0,2
"3513",2,-5,0,2
"3514",2,-5,0,2
"3515",2,-5,0,4
"3516",2,-5,0,2
"3517",2,-5,0,1
"3518",2,-5,0,0
"3519",2,-5,0,0
"3520",2,-5,1,-5
"3521",6,8,1,7
"3522",6,8,0,6
"3523",6,8,0,5
"3524",6,8,1,8
"3525",6,8,1,8
"3526",6,8,1,8
"3527",6,8,1,9
"3528",6,8,0,4
"3529",6,8,1,8
"3530",6,8,1,8
"3531",-11,-14,1,-15
"3532",-11,-14,0,-11
"3533",-11,-14,0,-11
"3534",-11,-14,1,-14
"3535",-11,-14,0,-11
"3536",-11,-14,0,-11
"3537",-11,-14,0,-12
"3538",-11,-14,1,-14
"3539",-11,-14,0,-11
"3540",-11,-14,0,-12
"3541",-5,-7,1,-6
"3542",-5,-7,0,-5
"3543",-5,-7,1,-8
"3544",-5,-7,0,-5
"3545",-5,-7,0,-5
"3546",-5,-7,0,-5
"3547",-5,-7,0,-4
"3548",-5,-7,0,-5
"3549",-5,-7,0,-3
"3550",-5,-7,0,-5
"3551",2,1,1,-1
"3552",2,1,0,2
"3553",2,1,0,3
"3554",2,1,0,1
"3555",2,1,0,4
"3556",2,1,0,2
"3557",2,1,0,2
"3558",2,1,0,2
"3559",2,1,0,0
"3560",2,1,0,3
"3561",-1,12,1,12
"3562",-1,12,1,13
"3563",-1,12,1,13
"3564",-1,12,0,-1
"3565",-1,12,1,12
"3566",-1,12,1,14
"3567",-1,12,1,12
"3568",-1,12,1,13
"3569",-1,12,1,13
"3570",-1,12,1,11
"3571",-2,6,1,6
"3572",-2,6,0,-3
"3573",-2,6,1,5
"3574",-2,6,1,7
"3575",-2,6,1,6
"3576",-2,6,1,5
"3577",-2,6,1,7
"3578",-2,6,1,5
"3579",-2,6,1,7
"3580",-2,6,1,6
"3581",7,-1,0,6
"3582",7,-1,1,-2
"3583",7,-1,0,8
"3584",7,-1,0,7
"3585",7,-1,0,5
"3586",7,-1,0,5
"3587",7,-1,0,6
"3588",7,-1,0,6
"3589",7,-1,0,6
"3590",7,-1,0,7
"3591",14,6,1,6
"3592",14,6,0,14
"3593",14,6,0,13
"3594",14,6,0,15
"3595",14,6,0,14
"3596",14,6,0,13
"3597",14,6,0,14
"3598",14,6,0,15
"3599",14,6,0,15
"3600",14,6,0,15
"3601",19,2,0,21
"3602",19,2,1,2
"3603",19,2,0,20
"3604",19,2,0,20
"3605",19,2,0,20
"3606",19,2,0,21
"3607",19,2,0,20
"3608",19,2,0,19
"3609",19,2,0,18
"3610",19,2,1,1
"3611",-4,2,0,-4
"3612",-4,2,1,3
"3613",-4,2,1,2
"3614",-4,2,1,3
"3615",-4,2,1,0
"3616",-4,2,0,-4
"3617",-4,2,1,2
"3618",-4,2,1,3
"3619",-4,2,1,1
"3620",-4,2,1,3
"3621",3,0,1,-2
"3622",3,0,0,3
"3623",3,0,0,3
"3624",3,0,0,2
"3625",3,0,0,3
"3626",3,0,0,5
"3627",3,0,0,3
"3628",3,0,0,4
"3629",3,0,0,2
"3630",3,0,1,2
"3631",1,-4,0,1
"3632",1,-4,1,-4
"3633",1,-4,0,2
"3634",1,-4,0,1
"3635",1,-4,0,2
"3636",1,-4,1,-3
"3637",1,-4,0,0
"3638",1,-4,0,3
"3639",1,-4,0,-1
"3640",1,-4,1,-4
"3641",-2,-9,0,-2
"3642",-2,-9,1,-8
"3643",-2,-9,0,-2
"3644",-2,-9,0,-4
"3645",-2,-9,1,-9
"3646",-2,-9,0,0
"3647",-2,-9,0,-3
"3648",-2,-9,0,-3
"3649",-2,-9,0,-2
"3650",-2,-9,0,-3
"3651",-4,19,1,20
"3652",-4,19,0,-4
"3653",-4,19,1,18
"3654",-4,19,1,20
"3655",-4,19,1,20
"3656",-4,19,1,20
"3657",-4,19,1,20
"3658",-4,19,1,19
"3659",-4,19,1,22
"3660",-4,19,1,20
"3661",-1,-5,1,-5
"3662",-1,-5,0,-1
"3663",-1,-5,0,-1
"3664",-1,-5,1,-7
"3665",-1,-5,0,0
"3666",-1,-5,0,0
"3667",-1,-5,0,-1
"3668",-1,-5,0,0
"3669",-1,-5,0,-2
"3670",-1,-5,1,-5
"3671",-9,-5,1,-4
"3672",-9,-5,0,-9
"3673",-9,-5,1,-6
"3674",-9,-5,0,-11
"3675",-9,-5,1,-5
"3676",-9,-5,1,-4
"3677",-9,-5,1,-6
"3678",-9,-5,1,-4
"3679",-9,-5,1,-5
"3680",-9,-5,1,-5
"3681",1,1,1,0
"3682",1,1,0,3
"3683",1,1,0,1
"3684",1,1,1,0
"3685",1,1,0,2
"3686",1,1,1,2
"3687",1,1,1,1
"3688",1,1,0,0
"3689",1,1,1,2
"3690",1,1,0,1
"3691",1,3,1,4
"3692",1,3,0,1
"3693",1,3,1,4
"3694",1,3,0,1
"3695",1,3,1,4
"3696",1,3,1,2
"3697",1,3,0,1
"3698",1,3,1,3
"3699",1,3,1,3
"3700",1,3,0,1
"3701",5,-8,1,-7
"3702",5,-8,0,6
"3703",5,-8,0,5
"3704",5,-8,0,4
"3705",5,-8,0,6
"3706",5,-8,0,4
"3707",5,-8,0,5
"3708",5,-8,0,4
"3709",5,-8,0,5
"3710",5,-8,0,3
"3711",-21,10,1,10
"3712",-21,10,0,-21
"3713",-21,10,1,8
"3714",-21,10,1,10
"3715",-21,10,1,8
"3716",-21,10,1,9
"3717",-21,10,1,8
"3718",-21,10,1,10
"3719",-21,10,1,10
"3720",-21,10,1,10
"3721",-9,-1,0,-9
"3722",-9,-1,1,-1
"3723",-9,-1,1,-1
"3724",-9,-1,0,-8
"3725",-9,-1,1,-1
"3726",-9,-1,1,-1
"3727",-9,-1,1,-1
"3728",-9,-1,1,-3
"3729",-9,-1,0,-8
"3730",-9,-1,1,-1
"3731",2,-3,1,-3
"3732",2,-3,0,1
"3733",2,-3,0,2
"3734",2,-3,0,2
"3735",2,-3,0,2
"3736",2,-3,0,3
"3737",2,-3,0,3
"3738",2,-3,0,2
"3739",2,-3,0,2
"3740",2,-3,0,1
"3741",-19,-6,1,-7
"3742",-19,-6,0,-18
"3743",-19,-6,1,-6
"3744",-19,-6,1,-6
"3745",-19,-6,0,-20
"3746",-19,-6,1,-7
"3747",-19,-6,1,-5
"3748",-19,-6,1,-6
"3749",-19,-6,1,-6
"3750",-19,-6,1,-7
"3751",-5,-2,1,-2
"3752",-5,-2,0,-4
"3753",-5,-2,1,-2
"3754",-5,-2,0,-3
"3755",-5,-2,1,-2
"3756",-5,-2,0,-6
"3757",-5,-2,1,-4
"3758",-5,-2,1,-3
"3759",-5,-2,1,-3
"3760",-5,-2,1,-2
"3761",-3,-3,1,-2
"3762",-3,-3,0,-3
"3763",-3,-3,1,-2
"3764",-3,-3,0,-2
"3765",-3,-3,1,-3
"3766",-3,-3,0,-5
"3767",-3,-3,1,-4
"3768",-3,-3,1,-3
"3769",-3,-3,1,-3
"3770",-3,-3,1,-1
"3771",1,-2,1,-2
"3772",1,-2,0,2
"3773",1,-2,0,2
"3774",1,-2,0,2
"3775",1,-2,0,0
"3776",1,-2,1,-2
"3777",1,-2,0,1
"3778",1,-2,0,1
"3779",1,-2,0,2
"3780",1,-2,0,0
"3781",7,14,0,7
"3782",7,14,1,12
"3783",7,14,1,13
"3784",7,14,1,11
"3785",7,14,0,5
"3786",7,14,1,14
"3787",7,14,1,13
"3788",7,14,1,15
"3789",7,14,1,15
"3790",7,14,1,13
"3791",-1,-4,1,-6
"3792",-1,-4,0,-3
"3793",-1,-4,0,-1
"3794",-1,-4,1,-3
"3795",-1,-4,0,-2
"3796",-1,-4,1,-4
"3797",-1,-4,0,-1
"3798",-1,-4,1,-3
"3799",-1,-4,0,-1
"3800",-1,-4,0,-1
"3801",-1,6,1,6
"3802",-1,6,0,-2
"3803",-1,6,1,5
"3804",-1,6,1,5
"3805",-1,6,1,7
"3806",-1,6,1,6
"3807",-1,6,1,7
"3808",-1,6,1,6
"3809",-1,6,1,5
"3810",-1,6,1,5
"3811",4,8,0,5
"3812",4,8,1,8
"3813",4,8,1,9
"3814",4,8,1,8
"3815",4,8,1,8
"3816",4,8,0,5
"3817",4,8,0,3
"3818",4,8,0,6
"3819",4,8,1,9
"3820",4,8,1,10
"3821",7,8,1,9
"3822",7,8,0,7
"3823",7,8,1,8
"3824",7,8,1,10
"3825",7,8,1,8
"3826",7,8,1,8
"3827",7,8,1,8
"3828",7,8,1,9
"3829",7,8,1,6
"3830",7,8,1,8
"3831",6,2,1,2
"3832",6,2,0,8
"3833",6,2,0,7
"3834",6,2,0,6
"3835",6,2,0,6
"3836",6,2,0,6
"3837",6,2,0,7
"3838",6,2,0,4
"3839",6,2,0,6
"3840",6,2,0,7
"3841",0,2,1,0
"3842",0,2,0,-1
"3843",0,2,0,0
"3844",0,2,1,3
"3845",0,2,1,2
"3846",0,2,1,2
"3847",0,2,1,2
"3848",0,2,1,3
"3849",0,2,1,1
"3850",0,2,1,1
"3851",-3,-19,1,-19
"3852",-3,-19,0,-2
"3853",-3,-19,0,-3
"3854",-3,-19,0,-3
"3855",-3,-19,0,-4
"3856",-3,-19,0,0
"3857",-3,-19,0,-5
"3858",-3,-19,0,-3
"3859",-3,-19,0,-3
"3860",-3,-19,0,-4
"3861",6,4,1,3
"3862",6,4,0,5
"3863",6,4,0,7
"3864",6,4,0,5
"3865",6,4,0,4
"3866",6,4,0,5
"3867",6,4,0,6
"3868",6,4,0,6
"3869",6,4,0,5
"3870",6,4,0,7
"3871",-15,-1,1,0
"3872",-15,-1,0,-15
"3873",-15,-1,1,-1
"3874",-15,-1,1,0
"3875",-15,-1,1,-3
"3876",-15,-1,1,-2
"3877",-15,-1,1,0
"3878",-15,-1,1,-2
"3879",-15,-1,1,-2
"3880",-15,-1,1,0
"3881",-5,8,1,7
"3882",-5,8,0,-4
"3883",-5,8,1,8
"3884",-5,8,1,10
"3885",-5,8,1,9
"3886",-5,8,1,8
"3887",-5,8,1,8
"3888",-5,8,1,8
"3889",-5,8,1,8
"3890",-5,8,1,9
"3891",9,-2,1,-1
"3892",9,-2,0,8
"3893",9,-2,0,9
"3894",9,-2,0,10
"3895",9,-2,0,8
"3896",9,-2,0,11
"3897",9,-2,0,9
"3898",9,-2,0,10
"3899",9,-2,0,9
"3900",9,-2,0,9
"3901",-2,1,1,1
"3902",-2,1,0,-1
"3903",-2,1,1,1
"3904",-2,1,1,0
"3905",-2,1,1,1
"3906",-2,1,1,1
"3907",-2,1,1,3
"3908",-2,1,1,2
"3909",-2,1,1,0
"3910",-2,1,1,1
"3911",5,-5,0,4
"3912",5,-5,0,6
"3913",5,-5,1,-5
"3914",5,-5,0,5
"3915",5,-5,0,4
"3916",5,-5,0,6
"3917",5,-5,0,5
"3918",5,-5,0,5
"3919",5,-5,0,7
"3920",5,-5,0,5
"3921",3,-11,1,-9
"3922",3,-11,0,2
"3923",3,-11,0,3
"3924",3,-11,0,2
"3925",3,-11,0,3
"3926",3,-11,0,4
"3927",3,-11,0,3
"3928",3,-11,0,3
"3929",3,-11,0,1
"3930",3,-11,0,3
"3931",-6,5,0,-6
"3932",-6,5,1,7
"3933",-6,5,1,5
"3934",-6,5,1,3
"3935",-6,5,1,4
"3936",-6,5,1,3
"3937",-6,5,1,6
"3938",-6,5,1,6
"3939",-6,5,1,5
"3940",-6,5,1,7
"3941",4,6,1,7
"3942",4,6,0,3
"3943",4,6,1,6
"3944",4,6,1,6
"3945",4,6,1,6
"3946",4,6,1,6
"3947",4,6,1,5
"3948",4,6,1,4
"3949",4,6,1,5
"3950",4,6,1,6
"3951",3,3,1,2
"3952",3,3,0,3
"3953",3,3,0,2
"3954",3,3,0,4
"3955",3,3,1,2
"3956",3,3,0,4
"3957",3,3,0,3
"3958",3,3,0,3
"3959",3,3,0,2
"3960",3,3,0,4
"3961",3,4,1,6
"3962",3,4,1,4
"3963",3,4,1,6
"3964",3,4,0,3
"3965",3,4,1,5
"3966",3,4,1,6
"3967",3,4,1,3
"3968",3,4,1,4
"3969",3,4,1,4
"3970",3,4,1,3
"3971",4,4,1,4
"3972",4,4,0,6
"3973",4,4,0,5
"3974",4,4,0,4
"3975",4,4,0,4
"3976",4,4,0,4
"3977",4,4,0,4
"3978",4,4,0,5
"3979",4,4,0,5
"3980",4,4,0,5
"3981",7,-1,0,7
"3982",7,-1,1,-1
"3983",7,-1,0,9
"3984",7,-1,0,6
"3985",7,-1,0,9
"3986",7,-1,0,7
"3987",7,-1,0,7
"3988",7,-1,0,7
"3989",7,-1,0,6
"3990",7,-1,0,7
"3991",2,-4,0,0
"3992",2,-4,1,-5
"3993",2,-4,0,1
"3994",2,-4,0,2
"3995",2,-4,0,2
"3996",2,-4,0,4
"3997",2,-4,0,1
"3998",2,-4,0,1
"3999",2,-4,0,3
"4000",2,-4,0,0
"4001",3,-5,0,2
"4002",3,-5,1,-6
"4003",3,-5,0,4
"4004",3,-5,0,2
"4005",3,-5,0,2
"4006",3,-5,0,6
"4007",3,-5,0,3
"4008",3,-5,0,4
"4009",3,-5,0,5
"4010",3,-5,0,4
"4011",2,10,0,0
"4012",2,10,1,9
"4013",2,10,1,10
"4014",2,10,1,11
"4015",2,10,1,11
"4016",2,10,1,10
"4017",2,10,1,12
"4018",2,10,1,10
"4019",2,10,1,10
"4020",2,10,1,10
"4021",-6,-18,0,-6
"4022",-6,-18,1,-16
"4023",-6,-18,0,-6
"4024",-6,-18,1,-19
"4025",-6,-18,0,-5
"4026",-6,-18,0,-6
"4027",-6,-18,0,-4
"4028",-6,-18,0,-5
"4029",-6,-18,0,-5
"4030",-6,-18,0,-8
"4031",18,-14,0,18
"4032",18,-14,1,-13
"4033",18,-14,0,17
"4034",18,-14,0,16
"4035",18,-14,0,16
"4036",18,-14,0,20
"4037",18,-14,0,18
"4038",18,-14,0,16
"4039",18,-14,0,17
"4040",18,-14,0,16
"4041",7,0,0,7
"4042",7,0,1,1
"4043",7,0,0,7
"4044",7,0,0,7
"4045",7,0,0,7
"4046",7,0,0,6
"4047",7,0,0,9
"4048",7,0,0,8
"4049",7,0,0,7
"4050",7,0,0,5
"4051",-5,0,0,-5
"4052",-5,0,1,0
"4053",-5,0,1,0
"4054",-5,0,0,-4
"4055",-5,0,1,0
"4056",-5,0,1,-1
"4057",-5,0,1,-1
"4058",-5,0,0,-5
"4059",-5,0,1,-1
"4060",-5,0,1,1
"4061",4,-6,0,4
"4062",4,-6,1,-6
"4063",4,-6,0,3
"4064",4,-6,0,4
"4065",4,-6,0,3
"4066",4,-6,0,3
"4067",4,-6,0,3
"4068",4,-6,0,4
"4069",4,-6,0,2
"4070",4,-6,0,5
"4071",5,12,0,4
"4072",5,12,1,13
"4073",5,12,1,14
"4074",5,12,1,11
"4075",5,12,1,12
"4076",5,12,1,13
"4077",5,12,1,13
"4078",5,12,1,11
"4079",5,12,1,11
"4080",5,12,1,12
"4081",10,0,0,9
"4082",10,0,1,-1
"4083",10,0,0,11
"4084",10,0,0,10
"4085",10,0,0,10
"4086",10,0,0,10
"4087",10,0,0,9
"4088",10,0,0,9
"4089",10,0,0,10
"4090",10,0,0,11
"4091",8,-4,0,8
"4092",8,-4,1,-3
"4093",8,-4,0,7
"4094",8,-4,0,7
"4095",8,-4,0,8
"4096",8,-4,0,9
"4097",8,-4,0,8
"4098",8,-4,0,8
"4099",8,-4,0,7
"4100",8,-4,0,7
"4101",12,-2,0,11
"4102",12,-2,0,11
"4103",12,-2,0,13
"4104",12,-2,0,12
"4105",12,-2,0,11
"4106",12,-2,0,12
"4107",12,-2,0,13
"4108",12,-2,0,12
"4109",12,-2,0,13
"4110",12,-2,0,11
"4111",14,14,0,13
"4112",14,14,0,14
"4113",14,14,0,14
"4114",14,14,0,14
"4115",14,14,0,15
"4116",14,14,0,13
"4117",14,14,0,12
"4118",14,14,0,15
"4119",14,14,0,12
"4120",14,14,0,14
"4121",5,1,0,5
"4122",5,1,1,0
"4123",5,1,0,6
"4124",5,1,0,4
"4125",5,1,0,6
"4126",5,1,0,4
"4127",5,1,0,5
"4128",5,1,0,5
"4129",5,1,0,7
"4130",5,1,0,5
"4131",3,3,0,2
"4132",3,3,1,3
"4133",3,3,1,3
"4134",3,3,1,3
"4135",3,3,0,4
"4136",3,3,0,4
"4137",3,3,0,2
"4138",3,3,1,2
"4139",3,3,0,3
"4140",3,3,0,3
"4141",-14,-4,0,-14
"4142",-14,-4,1,-5
"4143",-14,-4,1,-4
"4144",-14,-4,1,-3
"4145",-14,-4,1,-3
"4146",-14,-4,0,-14
"4147",-14,-4,1,-5
"4148",-14,-4,1,-4
"4149",-14,-4,1,-5
"4150",-14,-4,1,-2
"4151",10,-13,0,10
"4152",10,-13,0,11
"4153",10,-13,0,9
"4154",10,-13,0,11
"4155",10,-13,0,11
"4156",10,-13,0,9
"4157",10,-13,0,9
"4158",10,-13,0,9
"4159",10,-13,0,10
"4160",10,-13,0,10
"4161",-7,-8,0,-7
"4162",-7,-8,1,-10
"4163",-7,-8,0,-7
"4164",-7,-8,0,-8
"4165",-7,-8,0,-8
"4166",-7,-8,0,-8
"4167",-7,-8,0,-8
"4168",-7,-8,0,-8
"4169",-7,-8,0,-6
"4170",-7,-8,0,-8
"4171",13,-7,0,15
"4172",13,-7,0,14
"4173",13,-7,0,15
"4174",13,-7,0,14
"4175",13,-7,0,12
"4176",13,-7,0,13
"4177",13,-7,0,12
"4178",13,-7,0,12
"4179",13,-7,0,12
"4180",13,-7,0,15
"4181",-7,0,0,-9
"4182",-7,0,1,1
"4183",-7,0,1,0
"4184",-7,0,1,-1
"4185",-7,0,0,-6
"4186",-7,0,1,1
"4187",-7,0,1,0
"4188",-7,0,1,1
"4189",-7,0,1,1
"4190",-7,0,1,1
"4191",-4,-10,1,-9
"4192",-4,-10,0,-4
"4193",-4,-10,0,-4
"4194",-4,-10,0,-3
"4195",-4,-10,0,-4
"4196",-4,-10,0,-3
"4197",-4,-10,0,-3
"4198",-4,-10,0,-4
"4199",-4,-10,0,-5
"4200",-4,-10,0,-5
"4201",22,-2,0,23
"4202",22,-2,1,-2
"4203",22,-2,0,22
"4204",22,-2,0,23
"4205",22,-2,0,21
"4206",22,-2,0,21
"4207",22,-2,0,22
"4208",22,-2,0,22
"4209",22,-2,0,21
"4210",22,-2,1,-1
"4211",-3,5,0,-2
"4212",-3,5,1,5
"4213",-3,5,1,4
"4214",-3,5,1,5
"4215",-3,5,0,-5
"4216",-3,5,1,5
"4217",-3,5,1,4
"4218",-3,5,1,4
"4219",-3,5,1,4
"4220",-3,5,1,4
"4221",2,-11,1,-12
"4222",2,-11,0,1
"4223",2,-11,0,2
"4224",2,-11,0,2
"4225",2,-11,0,2
"4226",2,-11,0,3
"4227",2,-11,1,-11
"4228",2,-11,0,1
"4229",2,-11,0,3
"4230",2,-11,0,1
"4231",10,-8,0,10
"4232",10,-8,1,-8
"4233",10,-8,0,11
"4234",10,-8,0,10
"4235",10,-8,0,10
"4236",10,-8,0,10
"4237",10,-8,0,9
"4238",10,-8,0,8
"4239",10,-8,0,12
"4240",10,-8,0,8
"4241",-7,2,0,-7
"4242",-7,2,1,1
"4243",-7,2,1,3
"4244",-7,2,1,1
"4245",-7,2,1,2
"4246",-7,2,1,1
"4247",-7,2,1,1
"4248",-7,2,1,3
"4249",-7,2,1,1
"4250",-7,2,1,2
"4251",12,12,1,12
"4252",12,12,0,12
"4253",12,12,1,12
"4254",12,12,0,12
"4255",12,12,1,12
"4256",12,12,0,13
"4257",12,12,1,13
"4258",12,12,0,14
"4259",12,12,1,12
"4260",12,12,0,10
"4261",4,5,1,5
"4262",4,5,0,5
"4263",4,5,1,4
"4264",4,5,0,3
"4265",4,5,1,6
"4266",4,5,1,5
"4267",4,5,1,6
"4268",4,5,1,5
"4269",4,5,0,4
"4270",4,5,1,4
"4271",-6,-7,1,-7
"4272",-6,-7,0,-6
"4273",-6,-7,1,-7
"4274",-6,-7,0,-5
"4275",-6,-7,0,-6
"4276",-6,-7,1,-8
"4277",-6,-7,0,-7
"4278",-6,-7,0,-7
"4279",-6,-7,1,-8
"4280",-6,-7,0,-7
"4281",5,4,1,4
"4282",5,4,0,7
"4283",5,4,0,7
"4284",5,4,0,5
"4285",5,4,0,6
"4286",5,4,0,5
"4287",5,4,0,6
"4288",5,4,0,7
"4289",5,4,0,6
"4290",5,4,0,5
"4291",8,6,1,6
"4292",8,6,0,8
"4293",8,6,0,8
"4294",8,6,0,8
"4295",8,6,0,9
"4296",8,6,0,8
"4297",8,6,0,7
"4298",8,6,0,9
"4299",8,6,0,7
"4300",8,6,0,7
"4301",15,3,1,4
"4302",15,3,0,16
"4303",15,3,0,15
"4304",15,3,0,15
"4305",15,3,0,16
"4306",15,3,0,15
"4307",15,3,0,15
